image,label,confidence,box
1eDL4Z6TcdCDul9hip9WiS.jpg,FACE_FEMALE,0.5894,"[304, 101, 94, 96]"
1eDL4Z6TcdCDul9hip9WiS.jpg,FEET_COVERED,0.3096,"[325, 526, 117, 113]"
1wvJf32qDHmwku12nfzVGN.jpg,none_detected,0,
3fhbnJgXLDZIbJCQjZdE36.jpg,FACE_FEMALE,0.6152,"[449, 190, 104, 114]"
1cujDxjZaAtJXnvyW7sl3U.jpg,none_detected,0,
6Xo2PDEoQKzCndIbks2kvu.jpg,FEET_COVERED,0.3154,"[251, 498, 49, 73]"
7g0PJ7VbsOkYTECUFkyNPN.jpg,none_detected,0,
73TcBRSRsPLKmxnjnVsSV3.jpg,none_detected,0,
7CBO8p3euEtKjFQ7QGhE1T.jpg,FACE_FEMALE,0.7313,"[165, 304, 57, 57]"
7CBO8p3euEtKjFQ7QGhE1T.jpg,FACE_FEMALE,0.4379,"[417, 253, 58, 59]"
1HixYJpe6AJWGDpEbb7ZuE.jpg,FACE_FEMALE,0.7467,"[119, 48, 90, 101]"
1HixYJpe6AJWGDpEbb7ZuE.jpg,FACE_FEMALE,0.7376,"[438, 78, 78, 96]"
1HixYJpe6AJWGDpEbb7ZuE.jpg,FEET_COVERED,0.281,"[265, 579, 89, 60]"
2AKIOgc7sL3yzA7AElE1SS.jpg,FACE_FEMALE,0.7514,"[97, 75, 320, 372]"
7f6xPqyaolTiziKf5R5Z0c.jpg,FACE_FEMALE,0.7527,"[405, 243, 191, 157]"
6putGW0KxGMrgTZzplp2pF.jpg,none_detected,0,
2MiSaUtCnkqNRK2BZx2TZt.jpg,none_detected,0,
3fWRZINvsj236ZaWNo6g9J.jpg,FACE_FEMALE,0.6743,"[347, 1, 247, 237]"
2B87zXm9bOWvAJdkJBTpzF.jpg,FACE_FEMALE,0.5611,"[147, 197, 195, 195]"
6IsMtT2YgWykjX7SiuVYxR.jpg,none_detected,0,
4Rs8FkCMRVYg9CtpKODlVN.jpg,FACE_FEMALE,0.7792,"[173, 291, 286, 321]"
4YomxhmDglPvD93W3T6l1V.jpg,FACE_FEMALE,0.6029,"[208, 177, 250, 276]"
1YV5gnob3qCnMQuVomwGwG.jpg,FACE_FEMALE,0.8108,"[273, 52, 108, 106]"
1YV5gnob3qCnMQuVomwGwG.jpg,FACE_FEMALE,0.445,"[238, 447, 110, 104]"
1YV5gnob3qCnMQuVomwGwG.jpg,FACE_MALE,0.2882,"[301, 411, 102, 103]"
4czdORdCWP9umpbhFXK2fW.jpg,none_detected,0,
6ylFfzx32ICw4L1A7YWNLN.jpg,none_detected,0,
687u2c1pMAlO1CqyIzOflo.jpg,none_detected,0,
5yRDcd3RCAD4IdSzXbt38p.jpg,none_detected,0,
0YLEX835pZ941BUYq4sij3.jpg,none_detected,0,
0TSbHnhn58NpuKY2GumzKj.jpg,FACE_MALE,0.5974,"[168, 98, 60, 45]"
0TSbHnhn58NpuKY2GumzKj.jpg,FACE_FEMALE,0.3093,"[380, 97, 73, 64]"
59NuGXeEbOgKEpo8kQBHPg.jpg,none_detected,0,
2WaRFVSRoYF4sW35doUmdF.jpg,none_detected,0,
259OLvPj1qoZpCXXQRavBx.jpg,none_detected,0,
1o8ExR66PcMb1h8a1nhi9k.jpg,FACE_FEMALE,0.7027,"[267, 212, 52, 51]"
1o8ExR66PcMb1h8a1nhi9k.jpg,FEMALE_BREAST_EXPOSED,0.6822,"[286, 287, 57, 56]"
070rEVRV6FWywkncMWLhs6.jpg,FACE_FEMALE,0.8152,"[130, 157, 387, 460]"
5Ozc4IkXY64OB1YH4hQYr4.jpg,none_detected,0,
57KFwKnC0ZjaIQGnhE7ops.jpg,none_detected,0,
235jLMet5mD21OIha0Q3av.jpg,BUTTOCKS_COVERED,0.3331,"[9, 4, 594, 573]"
2JC96lAWIMYId0no3JwmxI.jpg,none_detected,0,
7eCok0PbbBFHrRjsRMIgX0.jpg,none_detected,0,
4Q7cRXio6mF2ImVUCcezPO.jpg,FEET_EXPOSED,0.5426,"[407, 492, 57, 85]"
4Q7cRXio6mF2ImVUCcezPO.jpg,FEET_EXPOSED,0.448,"[366, 457, 55, 82]"
4Q7cRXio6mF2ImVUCcezPO.jpg,FEET_EXPOSED,0.413,"[223, 484, 58, 62]"
0RemO3TlI1NdaeWqdE4E9H.jpg,FACE_FEMALE,0.4589,"[297, 99, 58, 61]"
1NFIQf0qEavj0zQVZtrv9P.jpg,none_detected,0,
3lWKs4Djncyasypuyb2g1p.jpg,FACE_FEMALE,0.8787,"[59, 64, 257, 241]"
3TSMSh5dai7WEnEGOoMXBZ.jpg,none_detected,0,
7BPsznsxwXLzvDY9Ptohc9.jpg,FACE_FEMALE,0.3156,"[297, 133, 141, 130]"
6JlCkqkqobGirPsaleJpFr.jpg,FACE_FEMALE,0.5686,"[452, 293, 48, 44]"
6JlCkqkqobGirPsaleJpFr.jpg,FEET_COVERED,0.4611,"[377, 548, 56, 54]"
6KhoIz4SDYW5zEnl0O9bRB.jpg,FACE_FEMALE,0.7058,"[61, 74, 122, 115]"
4xufNpL4ZdB5cySCcVZ4Vn.jpg,FACE_FEMALE,0.807,"[233, 26, 171, 181]"
1O51JYs5jdmREsm45dyeGc.jpg,none_detected,0,
3e4el0X3Rqx0Lms74bUrkJ.jpg,FACE_FEMALE,0.6661,"[325, 257, 47, 46]"
3njwvTdcwixkFLyFK7ZAbw.jpg,FACE_FEMALE,0.865,"[169, 219, 346, 359]"
73P5LAZvZquPqD5naqW2Mo.jpg,FACE_FEMALE,0.3999,"[185, 230, 297, 232]"
3SP1QoyxNnAeUbeuHkkR0y.jpg,FACE_FEMALE,0.8078,"[185, 119, 269, 263]"
5zDqo50KERwnv3vlFE4y99.jpg,FACE_FEMALE,0.692,"[365, 90, 89, 76]"
1MOub955Uer957RVqqkF2a.jpg,none_detected,0,
7uR0WmniogdAeIinq4CCXY.jpg,FACE_FEMALE,0.7563,"[235, 146, 96, 104]"
2WmJ5wp5wKBlIJE6FDAIBJ.jpg,none_detected,0,
5O8GhyD1x5juQmZaQm2Mb9.jpg,none_detected,0,
1zvRP4zj0nfsHeeoeXuanm.jpg,FACE_FEMALE,0.8117,"[266, 161, 105, 112]"
40HsqPqeSR9Xe3IyAJWr6e.jpg,FACE_FEMALE,0.7092,"[364, 307, 71, 74]"
40HsqPqeSR9Xe3IyAJWr6e.jpg,ARMPITS_EXPOSED,0.5251,"[415, 425, 36, 40]"
2rhNQbqRNxiNQkDXTffe1V.jpg,none_detected,0,
1RdsitXNm1aQb8Ir7f2E72.jpg,none_detected,0,
4OnjUMJXgFC6lG8JHOrwuu.jpg,FACE_FEMALE,0.8238,"[214, 199, 216, 239]"
0SzoksypeognxYJJOJEYip.jpg,none_detected,0,
3tsXyEbUQehXPaRFCS8K1n.jpg,none_detected,0,
4MTtBjQEt7i752hISXjKqA.jpg,FACE_FEMALE,0.6015,"[161, 111, 118, 122]"
5REuIeh4EBrkU0Nrz3n5jT.jpg,none_detected,0,
0fO1KemWL2uCCQmM22iKlj.jpg,FACE_FEMALE,0.701,"[208, 199, 186, 209]"
1DT4EIajvxjEkGdvZ707xS.jpg,FACE_FEMALE,0.4994,"[278, 65, 110, 118]"
2xUAnts1jM9tnbxi23Jf5O.jpg,none_detected,0,
3k5awyxfflQsiCRuwUfbm3.jpg,none_detected,0,
22269npvtP1J11HLRYouyG.jpg,FACE_FEMALE,0.325,"[501, 205, 39, 39]"
6yC6aLzX5knhWpKDidwxft.jpg,none_detected,0,
0dBbQ96On59gzzsYpxsjOL.jpg,none_detected,0,
0A17WGpndqdpeoYTnGPFa2.jpg,FACE_FEMALE,0.7755,"[104, 128, 110, 113]"
4t6ZuKxUPVRUf31j4cv8Uv.jpg,none_detected,0,
338LPt19lJ2GiGmxDSOAtR.jpg,FACE_FEMALE,0.5661,"[296, 231, 36, 36]"
338LPt19lJ2GiGmxDSOAtR.jpg,FEET_COVERED,0.4542,"[307, 567, 57, 66]"
338LPt19lJ2GiGmxDSOAtR.jpg,FEMALE_BREAST_COVERED,0.3166,"[311, 291, 41, 39]"
338LPt19lJ2GiGmxDSOAtR.jpg,FEMALE_BREAST_COVERED,0.2811,"[282, 290, 36, 36]"
4R6FV9NSzhPihHR0h4pI93.jpg,none_detected,0,
3sW7wD2qdMjs7KncaOoIJ5.jpg,FACE_FEMALE,0.8295,"[179, 130, 303, 351]"
3sW7wD2qdMjs7KncaOoIJ5.jpg,ARMPITS_EXPOSED,0.3674,"[492, 592, 91, 47]"
5NchVUjB8yqNhqSeBYaFVy.jpg,none_detected,0,
4T7cvmdhs8ehPlhghwStjM.jpg,none_detected,0,
6TQ8nqw43uUOWu7Yqp58ko.jpg,none_detected,0,
500D9cuyZpRq0mh13uxVUL.jpg,FACE_MALE,0.2712,"[142, 311, 45, 48]"
0EiicIJj442bfIV1FfTaol.jpg,FACE_FEMALE,0.6826,"[3, 101, 199, 185]"
7vXNMveRwef98O1M6I3Lrb.jpg,none_detected,0,
3fonA82Hl7huJiQCwKkzGA.jpg,FACE_FEMALE,0.8165,"[62, 103, 488, 522]"
6ofMZXVeY7dABB00zHp8WV.jpg,none_detected,0,
3Fk8yQvPlCHgwR2pNhEIRA.jpg,none_detected,0,
2yI4m5Yu2tl8v0It5P9WVz.jpg,FACE_MALE,0.5944,"[361, 191, 51, 50]"
2yI4m5Yu2tl8v0It5P9WVz.jpg,FEET_COVERED,0.3767,"[558, 456, 49, 70]"
2yI4m5Yu2tl8v0It5P9WVz.jpg,FEET_EXPOSED,0.2807,"[300, 514, 52, 65]"
1oocvwkq7m9gmJma0SceUi.jpg,none_detected,0,
5WW33U9SIpfuwKhddvPVIH.jpg,none_detected,0,
2Y0sVUECK4Ss3G2QYYLk2w.jpg,none_detected,0,
4DxNdQzm6cBYuSn4dCimmT.jpg,FACE_FEMALE,0.8247,"[427, 1, 207, 195]"
4FJBxFUnQAO5w1s3oCbgyW.jpg,none_detected,0,
0E4xv5gPjykrwBgBZzI8XG.jpg,none_detected,0,
6HBW4VCennw5rKtdCynJyC.jpg,FACE_FEMALE,0.5047,"[198, 88, 54, 52]"
5vSyZglUnnQw4nlQC4QaRO.jpg,none_detected,0,
3qQNMHl395aHGiMO9OptjU.jpg,none_detected,0,
4ffJTc6OVVJ7rr65r5CGbq.jpg,none_detected,0,
6blgSRdbfka5lEtu9iivkg.jpg,FACE_FEMALE,0.2916,"[199, 185, 108, 109]"
6SDPwUC74HcxwB84kPs4pM.jpg,none_detected,0,
0NIuyJBQRvPaIjnyvTMBIe.jpg,none_detected,0,
18iFxjZugvKhuNNMbLjZJF.jpg,none_detected,0,
6oy0L8HUUhMflUaqrpqr9P.jpg,none_detected,0,
5iq1WKdgFlbPWxS3hWbMGn.jpg,none_detected,0,
3SzqS1H5dj8f450YhV9YbP.jpg,none_detected,0,
06QKM7WJc1kybQdxhYNdep.jpg,none_detected,0,
5qq7QrnwC09xndOY2J1HtP.jpg,none_detected,0,
7vNqlfthayItIbI0Ssmfoa.jpg,FACE_MALE,0.6359,"[164, 100, 99, 106]"
7vNqlfthayItIbI0Ssmfoa.jpg,FEET_COVERED,0.2979,"[61, 555, 99, 84]"
1FJVbtVFLARPKbn1HepNh1.jpg,FEET_EXPOSED,0.3559,"[141, 330, 50, 51]"
58IBgtbmRfMrGBbnMrDq2A.jpg,FEET_COVERED,0.3011,"[327, 569, 107, 70]"
59ULskOkBMij4zL8pS7mi0.jpg,none_detected,0,
5UcGyEltve5psjxSRsHx8E.jpg,FACE_FEMALE,0.7634,"[193, 166, 262, 252]"
5UcGyEltve5psjxSRsHx8E.jpg,ARMPITS_EXPOSED,0.2918,"[508, 7, 103, 120]"
26JLBgmg9yNxBcdBhX0f63.jpg,none_detected,0,
3t9rYn3T0az1o46W1f0SuS.jpg,none_detected,0,
3CXa4AY5Rt4kymz1vW90WR.jpg,FACE_FEMALE,0.5518,"[226, 96, 82, 81]"
6al2VdKbb6FIz9d7lU7WRB.jpg,none_detected,0,
4dfAJiDQHQf4dGX0ZdtxPh.jpg,none_detected,0,
1REqQsUK0WRYQVzsmdsj04.jpg,FACE_FEMALE,0.8288,"[244, 187, 158, 151]"
6uoGeT623i76TwlgYFfe42.jpg,FEET_COVERED,0.5526,"[185, 508, 94, 118]"
6uoGeT623i76TwlgYFfe42.jpg,FACE_FEMALE,0.5124,"[256, 161, 79, 84]"
6uoGeT623i76TwlgYFfe42.jpg,BELLY_EXPOSED,0.4811,"[272, 358, 97, 74]"
6uoGeT623i76TwlgYFfe42.jpg,FEMALE_BREAST_COVERED,0.4251,"[316, 277, 82, 71]"
6uoGeT623i76TwlgYFfe42.jpg,FEET_COVERED,0.4201,"[382, 493, 91, 136]"
4SkbfeWMHz58YzZQ5vThTH.jpg,none_detected,0,
6vKVBLTsQW5wXOzmOIkPVZ.jpg,FACE_FEMALE,0.6253,"[450, 190, 104, 114]"
0KC9H4iFOOWiKEa5IzKKOE.jpg,FACE_FEMALE,0.4546,"[283, 358, 40, 37]"
7nacKlk586eLRBSIsrk9DB.jpg,none_detected,0,
4L14L29uPwSUzYo3f4vEz8.jpg,FACE_FEMALE,0.7574,"[270, 140, 123, 111]"
706OUJupy1hTgWwsAYul7y.jpg,none_detected,0,
5OJKuDthIuOrzpNJgd7hPv.jpg,none_detected,0,
7Jd5X8mMU1OxD3ypYb0CtS.jpg,FACE_FEMALE,0.2605,"[285, 205, 37, 36]"
5mjsM29trqNbOcGY2s2UDF.jpg,none_detected,0,
6j4lyxlqfz4QTVsCsspOvT.jpg,FACE_FEMALE,0.8546,"[58, 291, 205, 188]"
2kWPgLUtDNomhN2VY4uMlC.jpg,FACE_FEMALE,0.8323,"[422, 89, 101, 95]"
2kWPgLUtDNomhN2VY4uMlC.jpg,BELLY_EXPOSED,0.8126,"[388, 373, 136, 110]"
2kWPgLUtDNomhN2VY4uMlC.jpg,FEMALE_BREAST_COVERED,0.6354,"[384, 247, 98, 93]"
2kWPgLUtDNomhN2VY4uMlC.jpg,FEMALE_GENITALIA_COVERED,0.556,"[404, 516, 68, 67]"
2kWPgLUtDNomhN2VY4uMlC.jpg,FEMALE_BREAST_COVERED,0.3766,"[477, 248, 98, 98]"
0vYCN1SXivJ5dS1dasLZug.jpg,FACE_FEMALE,0.8302,"[12, 20, 531, 548]"
3OUUrRZtEpwfScVgNVNKx0.jpg,FACE_FEMALE,0.7215,"[389, 139, 103, 108]"
3OUUrRZtEpwfScVgNVNKx0.jpg,FEMALE_BREAST_COVERED,0.5678,"[416, 376, 122, 95]"
3OUUrRZtEpwfScVgNVNKx0.jpg,FEMALE_BREAST_COVERED,0.2889,"[299, 320, 120, 99]"
0cUvvSehTB7xyEamWPsIN8.jpg,FACE_FEMALE,0.6166,"[176, 220, 318, 308]"
3nOj9hsnptBEDt9ie2lra5.jpg,none_detected,0,
4mOD7ybR4ba705kfDTS7zF.jpg,FACE_FEMALE,0.8222,"[236, 234, 116, 119]"
7KldyyeQxbaR4oXtMprIJD.jpg,none_detected,0,
4qcEea4YvyhdKxCgqFWg8S.jpg,none_detected,0,
4Y8rhzQmphj5nEXhIlJW6P.jpg,none_detected,0,
6DYhaqCaE5vEunvPB0mv7d.jpg,FACE_FEMALE,0.4252,"[413, 188, 118, 120]"
5x8Pjl79ZuxXAmoJeond8C.jpg,none_detected,0,
5yPu6XkHu8DAGmV6YkXYZq.jpg,FACE_FEMALE,0.6802,"[388, 187, 47, 42]"
5yPu6XkHu8DAGmV6YkXYZq.jpg,FEMALE_BREAST_COVERED,0.3892,"[414, 261, 58, 50]"
5yPu6XkHu8DAGmV6YkXYZq.jpg,FEMALE_BREAST_COVERED,0.3007,"[354, 273, 54, 52]"
3xuvOKpNqynROqZt8Tvcfh.jpg,none_detected,0,
1SV5pB0Sxjyz8PleTokE17.jpg,none_detected,0,
5LXOgcszGvUkYzYL4v6wYg.jpg,none_detected,0,
0qGQrHicD7qXuz5VMlDuCe.jpg,none_detected,0,
2pqebJQi4AP1zUFSHY561K.jpg,none_detected,0,
2FOAtTMAfplWnTKf7rl12Q.jpg,FACE_FEMALE,0.8376,"[328, 140, 151, 141]"
4aW4iDepQUl5ZCHd1Gli68.jpg,none_detected,0,
6S0BIiWtnqU0PtumXMpin0.jpg,none_detected,0,
01AWRFHGz9ioWiPcFgqGrv.jpg,FACE_FEMALE,0.6337,"[372, 90, 125, 118]"
48zisMeiXniWLzOQghbPqS.jpg,none_detected,0,
3tkgZCt1VA1Xf1pDGtYrAx.jpg,FEET_COVERED,0.3954,"[430, 0, 61, 51]"
4se56vUQlf2nGZHynfAkTZ.jpg,FACE_MALE,0.4236,"[167, 292, 45, 44]"
56alTwsbtrn2veUwwDTdny.jpg,FACE_FEMALE,0.6485,"[203, 414, 141, 143]"
21pLZkjJiP0zaFve7FJ8wq.jpg,none_detected,0,
4iuZr9ptf5nAy3f8afPdBM.jpg,none_detected,0,
1c9Sx7XdXuMptGyfCB6hHs.jpg,none_detected,0,
1UTDgnpHmthIsdzSxbhpV2.jpg,none_detected,0,
5VHret9YgfsWcPHJfiGsDO.jpg,none_detected,0,
5okzhzPKByC8n0NxBYD2e5.jpg,FACE_MALE,0.6921,"[239, 97, 168, 149]"
2nXBEQRSzoVOqXtP5cdlJY.jpg,none_detected,0,
3zu0hJJew2qXZNlselIQk8.jpg,MALE_GENITALIA_EXPOSED,0.332,"[351, 316, 205, 146]"
1yjrtwm2ru1qPGBPBUDE0x.jpg,none_detected,0,
5MhpEW1P1Lpu4NLrLB34x7.jpg,FACE_FEMALE,0.3556,"[495, 124, 27, 21]"
5MhpEW1P1Lpu4NLrLB34x7.jpg,FEET_COVERED,0.2827,"[228, 379, 60, 72]"
6NuGZnOc88LcZpEkJIbO50.jpg,FACE_FEMALE,0.7729,"[94, 76, 445, 463]"
5UGJv7jVAJXWkssLjltV5M.jpg,FACE_FEMALE,0.7291,"[18, 145, 359, 400]"
1E7leeAO91cRo46jKNOygP.jpg,none_detected,0,
7I6d6PkjEJE50fnxhCwQ8M.jpg,FACE_MALE,0.6479,"[275, 409, 49, 49]"
7I6d6PkjEJE50fnxhCwQ8M.jpg,FACE_MALE,0.3786,"[51, 426, 59, 51]"
0E2xXn23qVmfx9ThZjWFBE.jpg,none_detected,0,
3yKGB4IYu6MeLkhFJFn9eI.jpg,none_detected,0,
5BAggP8hO7VWDSTKkNGyCi.jpg,FEMALE_BREAST_EXPOSED,0.6388,"[291, 305, 80, 86]"
5BAggP8hO7VWDSTKkNGyCi.jpg,FACE_FEMALE,0.3151,"[363, 46, 140, 129]"
5QAImazLc6fHswlQTykR32.jpg,none_detected,0,
6pCLvgEb0INbO0WaN2Byyw.jpg,FACE_FEMALE,0.4597,"[47, 31, 547, 601]"
76rEqqgGwIXDjRoHcWKIbG.jpg,none_detected,0,
4s8ALi238WwLW0zphoLeF6.jpg,none_detected,0,
7Iyk4lQBqBfZVozOm3QiwY.jpg,none_detected,0,
0hWY4eSi2bZ8tWplgjO0ph.jpg,none_detected,0,
10UxWeXdW1SFpghU3a4On8.jpg,none_detected,0,
5v9IfhMyxAkE9CbLjfNChR.jpg,none_detected,0,
5onhEG8O3aKdg9b4lIdkNz.jpg,none_detected,0,
7dfTBn7wtgKEchVmyipBl1.jpg,FACE_FEMALE,0.8172,"[225, 123, 173, 157]"
7dfTBn7wtgKEchVmyipBl1.jpg,FEMALE_BREAST_COVERED,0.4177,"[331, 411, 172, 169]"
3RqO05jxT9YYgNtMdQmo8Z.jpg,FACE_FEMALE,0.8554,"[180, 272, 237, 222]"
6605c8Jawe4R9Wxg7AJDW3.jpg,FACE_FEMALE,0.4741,"[311, 308, 101, 96]"
2npzGBEPDOfVLN8ajYm3pZ.jpg,none_detected,0,
1F9Fd7d8U3wykniDos7pbg.jpg,FACE_FEMALE,0.7527,"[520, 68, 91, 89]"
1F9Fd7d8U3wykniDos7pbg.jpg,ARMPITS_EXPOSED,0.4637,"[488, 212, 58, 43]"
1F9Fd7d8U3wykniDos7pbg.jpg,FEMALE_BREAST_COVERED,0.2734,"[540, 231, 79, 76]"
0sWCaYEvVdD34EvBYIYd3R.jpg,FACE_FEMALE,0.7747,"[166, 113, 177, 182]"
77womOdnf0Ttqnv7VeEDQn.jpg,FACE_FEMALE,0.7849,"[249, 83, 240, 264]"
77womOdnf0Ttqnv7VeEDQn.jpg,FACE_FEMALE,0.5871,"[453, 145, 185, 233]"
15XcLhiVMlSOipUddTNDnr.jpg,FACE_FEMALE,0.4484,"[214, 87, 129, 127]"
7xV2TzoaVc0ycW7fwBwAml.jpg,none_detected,0,
64uXGDfQWY9evJEyqjbJfJ.jpg,none_detected,0,
46Kw3kMUjN6xOBIsS0UEw3.jpg,none_detected,0,
38DbwWdACUMpVMfRTxGnvi.jpg,none_detected,0,
5zHw4l7ugQFWW6gy0zUxpy.jpg,ARMPITS_EXPOSED,0.3896,"[363, 315, 29, 36]"
5zHw4l7ugQFWW6gy0zUxpy.jpg,FACE_FEMALE,0.3139,"[47, 535, 61, 59]"
3i2wMPc1QXrmnJo3R31GIi.jpg,FACE_FEMALE,0.5152,"[193, 173, 70, 74]"
3i2wMPc1QXrmnJo3R31GIi.jpg,FEMALE_BREAST_COVERED,0.4956,"[187, 301, 57, 72]"
3i2wMPc1QXrmnJo3R31GIi.jpg,BELLY_EXPOSED,0.26,"[202, 375, 87, 101]"
4VDFKsron5xLCkREXXmFjD.jpg,FACE_FEMALE,0.5716,"[238, 99, 119, 104]"
2xkZV2Hl1Omi8rk2D7t5lN.jpg,none_detected,0,
4L2PIZU6Qcl4EnYHrgPof6.jpg,FACE_FEMALE,0.8014,"[384, 161, 136, 153]"
4L2PIZU6Qcl4EnYHrgPof6.jpg,FACE_FEMALE,0.7537,"[125, 194, 131, 153]"
5ZQB1ZQ2Yx9YT3nZlR2Pgu.jpg,BUTTOCKS_COVERED,0.292,"[51, 55, 520, 494]"
7gXMeoA54ckYqKUWKPIINJ.jpg,none_detected,0,
3sjAEWf2QbTLsJZ93YSWVA.jpg,FACE_FEMALE,0.6319,"[352, 118, 62, 58]"
0mDeN57X1YtJHfXNdYlJbw.jpg,FACE_MALE,0.2754,"[329, 279, 46, 50]"
6PQXsiHd4AjrAqhWLd5HyT.jpg,FACE_MALE,0.4402,"[224, 241, 50, 50]"
6PQXsiHd4AjrAqhWLd5HyT.jpg,FACE_MALE,0.2671,"[351, 143, 58, 58]"
5TkaDC4mYSLBvdG6UrIB0v.jpg,none_detected,0,
6j1k8wmYevBQURQjzl7tCt.jpg,FACE_FEMALE,0.2825,"[389, 189, 195, 214]"
7nu6KcOl06uRnbh46QxdcQ.jpg,FACE_FEMALE,0.7441,"[81, 143, 430, 416]"
6yE0TocxJHEMwWtPFnfbJo.jpg,FACE_FEMALE,0.2749,"[520, 206, 40, 41]"
65YAjLCn7Jp33nJpOxIPMe.jpg,FACE_FEMALE,0.6827,"[392, 157, 53, 59]"
2MIJ5Y3HkGAHBxnQNfCD52.jpg,FACE_FEMALE,0.78,"[325, 195, 94, 120]"
4f2G7uAWqzpOPwEfCDV87A.jpg,none_detected,0,
4l6EPpP9hjQrLb8qNB9eC5.jpg,FACE_FEMALE,0.7919,"[275, 183, 159, 163]"
3rnRG8mHzOpShNNJpYQQDR.jpg,FACE_FEMALE,0.8169,"[2, 61, 637, 578]"
6i07QMGlI2NMuDgvLQNi7e.jpg,none_detected,0,
1vOUij8gaWv4YJaD6BQs4d.jpg,none_detected,0,
1oqxzh4V3jEnNedwoL408R.jpg,FACE_FEMALE,0.5629,"[295, 174, 31, 29]"
1oqxzh4V3jEnNedwoL408R.jpg,FEMALE_BREAST_COVERED,0.3448,"[279, 228, 31, 36]"
5s1S4QUVIVFRg9gLOz9ves.jpg,FACE_FEMALE,0.8456,"[218, 219, 123, 104]"
5s1S4QUVIVFRg9gLOz9ves.jpg,FACE_FEMALE,0.8359,"[341, 247, 112, 101]"
5s1S4QUVIVFRg9gLOz9ves.jpg,FEMALE_BREAST_COVERED,0.7445,"[204, 409, 115, 118]"
5s1S4QUVIVFRg9gLOz9ves.jpg,FEMALE_BREAST_COVERED,0.7376,"[100, 387, 129, 125]"
5s1S4QUVIVFRg9gLOz9ves.jpg,FEMALE_BREAST_COVERED,0.5702,"[341, 434, 122, 108]"
5s1S4QUVIVFRg9gLOz9ves.jpg,FEMALE_BREAST_COVERED,0.5331,"[448, 439, 123, 112]"
5s1S4QUVIVFRg9gLOz9ves.jpg,BELLY_COVERED,0.3418,"[126, 525, 173, 113]"
